date_time,traffic,baseline,is_holiday,hour,alert_status
2013-10-24 18:00:00,5642,4306,0,18,NORMAL
2013-10-24 19:00:00,4550,3346,0,19,NORMAL
2013-10-24 20:00:00,3457,2895,0,20,NORMAL
2013-10-24 21:00:00,2771,2703,0,21,NORMAL
2013-10-24 22:00:00,2086,2240,0,22,NORMAL
2013-10-24 23:00:00,1400,1525,0,23,NORMAL
2013-10-25 00:00:00,2071,896,0,0,HIGH_ALERT
2013-10-25 01:00:00,2743,577,0,1,HIGH_ALERT
2013-10-25 02:00:00,3414,457,0,2,HIGH_ALERT
2013-10-25 03:00:00,4086,457,0,3,HIGH_ALERT
2013-10-25 04:00:00,4757,804,0,4,HIGH_ALERT
2013-10-25 05:00:00,5428,2173,0,5,HIGH_ALERT
2013-10-25 06:00:00,6100,4111,0,6,NORMAL
2013-10-25 07:00:00,6771,4740,0,7,NORMAL
2013-10-25 08:00:00,5811,4620,0,8,NORMAL
2013-10-25 09:00:00,5053,4419,0,9,NORMAL
2013-10-25 10:00:00,4903,4245,0,10,NORMAL
2013-10-25 11:00:00,5009,4506,0,11,NORMAL
2013-10-25 12:00:00,5116,4738,0,12,NORMAL
2013-10-25 13:00:00,5222,4763,0,13,NORMAL
2013-10-25 14:00:00,5328,4965,0,14,NORMAL
2013-10-25 15:00:00,5434,5274,0,15,NORMAL
2013-10-25 16:00:00,5540,5680,0,16,NORMAL
2013-10-25 17:00:00,5647,5318,0,17,NORMAL
2013-10-25 18:00:00,5753,4306,0,18,NORMAL
2013-10-25 19:00:00,4313,3346,0,19,NORMAL
2013-10-25 20:00:00,3617,2895,0,20,NORMAL
2013-10-25 21:00:00,3479,2703,0,21,NORMAL
2013-10-25 22:00:00,3002,2240,0,22,NORMAL
2013-10-25 23:00:00,2088,1525,0,23,NORMAL
2013-10-26 00:00:00,2146,896,0,0,HIGH_ALERT
2013-10-26 01:00:00,2205,577,0,1,HIGH_ALERT
2013-10-26 02:00:00,2263,457,0,2,HIGH_ALERT
2013-10-26 03:00:00,2322,457,0,3,HIGH_ALERT
2013-10-26 04:00:00,2380,804,0,4,HIGH_ALERT
2013-10-26 05:00:00,2438,2173,0,5,NORMAL
2013-10-26 06:00:00,2497,4111,0,6,NORMAL
2013-10-26 07:00:00,2555,4740,0,7,NORMAL
2013-10-26 08:00:00,3824,4620,0,8,NORMAL
2013-10-26 09:00:00,4582,4419,0,9,NORMAL
2013-10-26 10:00:00,5341,4245,0,10,NORMAL
2013-10-26 11:00:00,5728,4506,0,11,NORMAL
2013-10-26 12:00:00,6116,4738,0,12,NORMAL
2013-10-26 13:00:00,5127,4763,0,13,NORMAL
2013-10-26 14:00:00,4995,4965,0,14,NORMAL
2013-10-26 15:00:00,4864,5274,0,15,NORMAL
2013-10-26 16:00:00,4732,5680,0,16,NORMAL
2013-10-26 17:00:00,4600,5318,0,17,NORMAL
2013-10-26 18:00:00,4089,4306,0,18,NORMAL
2013-10-26 19:00:00,3578,3346,0,19,NORMAL
2013-10-26 20:00:00,3378,2895,0,20,NORMAL
2013-10-26 21:00:00,3177,2703,0,21,NORMAL
2013-10-26 22:00:00,2977,2240,0,22,NORMAL
2013-10-26 23:00:00,2259,1525,0,23,NORMAL
2013-10-27 00:00:00,1540,896,0,0,HIGH_ALERT
2013-10-27 01:00:00,822,577,0,1,NORMAL
2013-10-27 02:00:00,822,457,0,2,HIGH_ALERT
2013-10-27 03:00:00,822,457,0,3,HIGH_ALERT
2013-10-27 04:00:00,822,804,0,4,NORMAL
2013-10-27 05:00:00,823,2173,0,5,LOW_ALERT
2013-10-27 06:00:00,823,4111,0,6,LOW_ALERT
2013-10-27 07:00:00,823,4740,0,7,LOW_ALERT
2013-10-27 08:00:00,823,4620,0,8,LOW_ALERT
2013-10-27 09:00:00,823,4419,0,9,LOW_ALERT
2013-10-27 10:00:00,823,4245,0,10,LOW_ALERT
2013-10-27 11:00:00,824,4506,0,11,LOW_ALERT
2013-10-27 12:00:00,824,4738,0,12,LOW_ALERT
2013-10-27 13:00:00,824,4763,0,13,LOW_ALERT
2013-10-27 14:00:00,824,4965,0,14,LOW_ALERT
2013-10-27 15:00:00,824,5274,0,15,LOW_ALERT
2013-10-27 16:00:00,824,5680,0,16,LOW_ALERT
2013-10-27 17:00:00,824,5318,0,17,LOW_ALERT
2013-10-27 18:00:00,825,4306,0,18,LOW_ALERT
2013-10-27 19:00:00,825,3346,0,19,LOW_ALERT
2013-10-27 20:00:00,825,2895,0,20,LOW_ALERT
2013-10-27 21:00:00,825,2703,0,21,LOW_ALERT
2013-10-27 22:00:00,825,2240,0,22,LOW_ALERT
2013-10-27 23:00:00,825,1525,0,23,NORMAL
2013-11-06 00:00:00,858,896,0,0,NORMAL
2013-11-06 01:00:00,859,577,0,1,NORMAL
2013-11-06 02:00:00,859,457,0,2,HIGH_ALERT
2013-11-06 03:00:00,859,457,0,3,HIGH_ALERT
2013-11-06 04:00:00,859,804,0,4,NORMAL
2013-11-06 05:00:00,2780,2173,0,5,NORMAL
2013-11-06 06:00:00,4700,4111,0,6,NORMAL
2013-11-06 07:00:00,6621,4740,0,7,NORMAL
2013-11-06 08:00:00,5817,4620,0,8,NORMAL
2013-11-06 09:00:00,5354,4419,0,9,NORMAL
2013-11-06 10:00:00,4453,4245,0,10,NORMAL
2013-11-06 11:00:00,4748,4506,0,11,NORMAL
2013-11-06 12:00:00,4935,4738,0,12,NORMAL
2013-11-06 13:00:00,5050,4763,0,13,NORMAL
2013-11-06 14:00:00,5166,4965,0,14,NORMAL
2013-11-06 15:00:00,6043,5274,0,15,NORMAL
2013-11-06 16:00:00,6934,5680,0,16,NORMAL
2013-11-06 17:00:00,6617,5318,0,17,NORMAL
2013-11-06 18:00:00,4818,4306,0,18,NORMAL
2013-11-06 19:00:00,3178,3346,0,19,NORMAL
2013-11-06 20:00:00,2739,2895,0,20,NORMAL
2013-11-06 21:00:00,2431,2703,0,21,NORMAL
2013-11-06 22:00:00,1611,2240,0,22,NORMAL
2013-11-06 23:00:00,1095,1525,0,23,NORMAL
2013-11-07 00:00:00,574,896,0,0,NORMAL
2013-11-07 01:00:00,369,577,0,1,NORMAL
2013-11-07 02:00:00,263,457,0,2,NORMAL
2013-11-07 03:00:00,346,457,0,3,NORMAL
2013-11-07 04:00:00,1610,804,0,4,HIGH_ALERT
2013-11-07 05:00:00,2874,2173,0,5,NORMAL
2013-11-07 06:00:00,5930,4111,0,6,NORMAL
2013-11-07 07:00:00,7110,4740,0,7,NORMAL
2013-11-07 08:00:00,6010,4620,0,8,NORMAL
2013-11-07 09:00:00,5324,4419,0,9,NORMAL
2013-11-07 10:00:00,4637,4245,0,10,NORMAL
2013-11-07 11:00:00,4997,4506,0,11,NORMAL
2013-11-07 12:00:00,5397,4738,0,12,NORMAL
2013-11-07 13:00:00,5614,4763,0,13,NORMAL
2013-11-07 14:00:00,5830,4965,0,14,NORMAL
2013-11-07 15:00:00,6444,5274,0,15,NORMAL
2013-11-07 16:00:00,7057,5680,0,16,NORMAL
2013-11-07 17:00:00,6415,5318,0,17,NORMAL
2013-11-07 18:00:00,5773,4306,0,18,NORMAL
2013-11-07 19:00:00,4400,3346,0,19,NORMAL
2013-11-07 20:00:00,3026,2895,0,20,NORMAL
2013-11-07 21:00:00,2744,2703,0,21,NORMAL
2013-11-07 22:00:00,2006,2240,0,22,NORMAL
2013-11-07 23:00:00,1291,1525,0,23,NORMAL
2013-11-08 00:00:00,643,896,0,0,NORMAL
2013-11-08 01:00:00,409,577,0,1,NORMAL
2013-11-08 02:00:00,317,457,0,2,NORMAL
2013-11-08 03:00:00,376,457,0,3,NORMAL
2013-11-08 04:00:00,766,804,0,4,NORMAL
2013-11-08 05:00:00,2643,2173,0,5,NORMAL
2013-11-08 06:00:00,5638,4111,0,6,NORMAL
2013-11-08 07:00:00,6703,4740,0,7,NORMAL
2013-11-08 08:00:00,5722,4620,0,8,NORMAL
2013-11-08 09:00:00,5285,4419,0,9,NORMAL
2013-11-08 10:00:00,4921,4245,0,10,NORMAL
2013-11-08 11:00:00,5449,4506,0,11,NORMAL
2013-11-08 12:00:00,5542,4738,0,12,NORMAL
2013-11-08 13:00:00,5559,4763,0,13,NORMAL
2013-11-08 14:00:00,5837,4965,0,14,NORMAL
2013-11-08 15:00:00,6311,5274,0,15,NORMAL
2013-11-08 16:00:00,6662,5680,0,16,NORMAL
2013-11-08 17:00:00,6245,5318,0,17,NORMAL
2013-11-08 18:00:00,4912,4306,0,18,NORMAL
2013-11-08 19:00:00,3579,3346,0,19,NORMAL
2013-11-08 20:00:00,2909,2895,0,20,NORMAL
2013-11-08 21:00:00,2937,2703,0,21,NORMAL
2013-11-08 22:00:00,2681,2240,0,22,NORMAL
2013-11-08 23:00:00,1733,1525,0,23,NORMAL
2013-11-09 00:00:00,1038,896,0,0,NORMAL
2013-11-09 01:00:00,670,577,0,1,NORMAL
2013-11-09 02:00:00,509,457,0,2,NORMAL
2013-11-09 03:00:00,441,457,0,3,NORMAL
2013-11-09 04:00:00,373,804,0,4,LOW_ALERT
2013-11-09 05:00:00,753,2173,0,5,LOW_ALERT
2013-11-09 06:00:00,1351,4111,0,6,LOW_ALERT
2013-11-09 07:00:00,2090,4740,0,7,LOW_ALERT
2013-11-09 08:00:00,3379,4620,0,8,NORMAL
2013-11-09 09:00:00,4444,4419,0,9,NORMAL
2013-11-09 10:00:00,4276,4245,0,10,NORMAL
2013-11-09 11:00:00,4054,4506,0,11,NORMAL
2013-11-09 12:00:00,4537,4738,0,12,NORMAL
2013-11-09 13:00:00,4322,4763,0,13,NORMAL
2013-11-09 14:00:00,4428,4965,0,14,NORMAL
2013-11-09 15:00:00,4251,5274,0,15,NORMAL
2013-11-09 16:00:00,4264,5680,0,16,NORMAL
2013-11-09 17:00:00,4184,5318,0,17,NORMAL
2013-11-09 18:00:00,3727,4306,0,18,NORMAL
2013-11-09 19:00:00,3429,3346,0,19,NORMAL
2013-11-09 20:00:00,2661,2895,0,20,NORMAL
2013-11-09 21:00:00,2600,2703,0,21,NORMAL
2013-11-09 22:00:00,2940,2240,0,22,NORMAL
2013-11-09 23:00:00,1871,1525,0,23,NORMAL
2013-11-10 00:00:00,1221,896,0,0,NORMAL
2013-11-10 01:00:00,752,577,0,1,NORMAL
2013-11-10 02:00:00,585,457,0,2,NORMAL
2013-11-10 03:00:00,300,457,0,3,NORMAL
2013-11-10 04:00:00,260,804,0,4,LOW_ALERT
2013-11-10 05:00:00,465,2173,0,5,LOW_ALERT
2013-11-10 06:00:00,768,4111,0,6,LOW_ALERT
2013-11-10 07:00:00,1108,4740,0,7,LOW_ALERT
2013-11-10 08:00:00,1842,4620,0,8,LOW_ALERT
2013-11-10 09:00:00,2567,4419,0,9,NORMAL
2013-11-10 10:00:00,3273,4245,0,10,NORMAL
2013-11-10 11:00:00,3407,4506,0,11,NORMAL
2013-11-10 12:00:00,3903,4738,0,12,NORMAL
2013-11-10 13:00:00,4099,4763,0,13,NORMAL
2013-11-10 14:00:00,4319,4965,0,14,NORMAL
2013-11-10 15:00:00,4200,5274,0,15,NORMAL
2013-11-10 16:00:00,4170,5680,0,16,NORMAL
2013-11-10 17:00:00,3656,5318,0,17,NORMAL
2013-11-10 18:00:00,3510,4306,0,18,NORMAL
2013-11-10 19:00:00,2844,3346,0,19,NORMAL
2013-11-10 20:00:00,2391,2895,0,20,NORMAL
2013-11-10 21:00:00,1895,2703,0,21,NORMAL
2013-11-10 22:00:00,1450,2240,0,22,NORMAL
2013-11-10 23:00:00,925,1525,0,23,NORMAL
2013-11-11 00:00:00,514,864,1,0,NORMAL
2013-11-11 01:00:00,286,570,1,1,NORMAL
2013-11-11 02:00:00,215,414,1,2,NORMAL
2013-11-11 03:00:00,305,357,1,3,NORMAL
2013-11-11 04:00:00,783,561,1,4,NORMAL
2013-11-11 05:00:00,2576,1484,1,5,HIGH_ALERT
2013-11-11 06:00:00,5669,2763,1,6,HIGH_ALERT
2013-11-11 07:00:00,6170,3115,1,7,HIGH_ALERT
2013-11-11 08:00:00,5510,2905,1,8,HIGH_ALERT
2013-11-11 09:00:00,4653,3046,1,9,HIGH_ALERT
2013-11-11 10:00:00,4167,3190,1,10,NORMAL
2013-11-11 11:00:00,4200,3594,1,11,NORMAL
2013-11-11 12:00:00,4439,3847,1,12,NORMAL
2013-11-11 13:00:00,4678,3927,1,13,NORMAL
2013-11-11 14:00:00,4971,4106,1,14,NORMAL
2013-11-11 15:00:00,5101,4208,1,15,NORMAL
2013-11-11 16:00:00,5476,4357,1,16,NORMAL
2013-11-11 17:00:00,5346,4092,1,17,NORMAL
2013-11-11 18:00:00,3982,3529,1,18,NORMAL
2013-11-11 19:00:00,2679,2942,1,19,NORMAL
2013-11-11 20:00:00,2301,2559,1,20,NORMAL
2013-11-11 21:00:00,1991,2248,1,21,NORMAL
2013-11-11 22:00:00,1369,1774,1,22,NORMAL
2013-11-11 23:00:00,913,1256,1,23,NORMAL
2013-11-12 00:00:00,488,896,0,0,NORMAL
2013-11-12 01:00:00,322,577,0,1,NORMAL
2013-11-12 02:00:00,206,457,0,2,LOW_ALERT
2013-11-12 03:00:00,324,457,0,3,NORMAL
2013-11-12 04:00:00,825,804,0,4,NORMAL
2013-11-12 05:00:00,2760,2173,0,5,NORMAL
2013-11-12 06:00:00,5908,4111,0,6,NORMAL
2013-11-12 07:00:00,6874,4740,0,7,NORMAL
2013-11-12 08:00:00,6158,4620,0,8,NORMAL
2013-11-12 09:00:00,5237,4419,0,9,NORMAL
2013-11-12 10:00:00,4395,4245,0,10,NORMAL
2013-11-12 11:00:00,4657,4506,0,11,NORMAL
2013-11-12 12:00:00,5028,4738,0,12,NORMAL
2013-11-12 13:00:00,5024,4763,0,13,NORMAL
2013-11-12 14:00:00,5298,4965,0,14,NORMAL
2013-11-12 15:00:00,5891,5274,0,15,NORMAL
2013-11-12 16:00:00,6753,5680,0,16,NORMAL
2013-11-12 17:00:00,6562,5318,0,17,NORMAL
2013-11-12 18:00:00,4622,4306,0,18,NORMAL
2013-11-12 19:00:00,3190,3346,0,19,NORMAL
2013-11-12 20:00:00,2981,2895,0,20,NORMAL
2013-11-12 21:00:00,2411,2703,0,21,NORMAL
2013-11-12 22:00:00,1854,2240,0,22,NORMAL
2013-11-12 23:00:00,975,1525,0,23,NORMAL
2013-11-13 00:00:00,548,896,0,0,NORMAL
2013-11-13 01:00:00,343,577,0,1,NORMAL
2013-11-13 02:00:00,259,457,0,2,NORMAL
2013-11-13 03:00:00,386,457,0,3,NORMAL
2013-11-13 04:00:00,828,804,0,4,NORMAL
2013-11-13 05:00:00,2786,2173,0,5,NORMAL
2013-11-13 06:00:00,5755,4111,0,6,NORMAL
2013-11-13 07:00:00,7020,4740,0,7,NORMAL
2013-11-13 08:00:00,6194,4620,0,8,NORMAL
2013-11-13 09:00:00,5375,4419,0,9,NORMAL
2013-11-13 10:00:00,4445,4245,0,10,NORMAL
2013-11-13 11:00:00,4904,4506,0,11,NORMAL
2013-11-13 12:00:00,5045,4738,0,12,NORMAL
2013-11-13 13:00:00,5039,4763,0,13,NORMAL
2013-11-13 14:00:00,5276,4965,0,14,NORMAL
2013-11-13 15:00:00,6119,5274,0,15,NORMAL
2013-11-13 16:00:00,6846,5680,0,16,NORMAL
2013-11-13 17:00:00,6363,5318,0,17,NORMAL
2013-11-13 18:00:00,4816,4306,0,18,NORMAL
2013-11-13 19:00:00,3339,3346,0,19,NORMAL
2013-11-13 20:00:00,2846,2895,0,20,NORMAL
2013-11-13 21:00:00,3975,2703,0,21,NORMAL
2013-11-13 22:00:00,2288,2240,0,22,NORMAL
2013-11-13 23:00:00,1139,1525,0,23,NORMAL
2013-11-14 00:00:00,630,896,0,0,NORMAL
2013-11-14 01:00:00,375,577,0,1,NORMAL
2013-11-14 02:00:00,255,457,0,2,NORMAL
2013-11-14 03:00:00,351,457,0,3,NORMAL
2013-11-14 04:00:00,839,804,0,4,NORMAL
2013-11-14 05:00:00,2932,2173,0,5,NORMAL
2013-11-14 06:00:00,5933,4111,0,6,NORMAL
2013-11-14 07:00:00,6866,4740,0,7,NORMAL
2013-11-14 08:00:00,6130,4620,0,8,NORMAL
2013-11-14 09:00:00,5395,4419,0,9,NORMAL
2013-11-14 10:00:00,4547,4245,0,10,NORMAL
2013-11-14 11:00:00,4907,4506,0,11,NORMAL
2013-11-14 12:00:00,5117,4738,0,12,NORMAL
2013-11-14 13:00:00,5186,4763,0,13,NORMAL
2013-11-14 14:00:00,5550,4965,0,14,NORMAL
2013-11-14 15:00:00,6224,5274,0,15,NORMAL
2013-11-14 16:00:00,6673,5680,0,16,NORMAL
2013-11-14 17:00:00,6415,5318,0,17,NORMAL
2013-11-14 18:00:00,4732,4306,0,18,NORMAL
2013-11-14 19:00:00,3525,3346,0,19,NORMAL
2013-11-14 20:00:00,3232,2895,0,20,NORMAL
2013-11-14 21:00:00,2676,2703,0,21,NORMAL
2013-11-14 22:00:00,2384,2240,0,22,NORMAL
2013-11-14 23:00:00,1247,1525,0,23,NORMAL
2013-11-15 00:00:00,653,896,0,0,NORMAL
2013-11-15 01:00:00,411,577,0,1,NORMAL
2013-11-15 02:00:00,315,457,0,2,NORMAL
2013-11-15 03:00:00,392,457,0,3,NORMAL
2013-11-15 04:00:00,787,804,0,4,NORMAL
2013-11-15 05:00:00,2605,2173,0,5,NORMAL
2013-11-15 06:00:00,5776,4111,0,6,NORMAL
2013-11-15 07:00:00,6789,4740,0,7,NORMAL
2013-11-15 08:00:00,5931,4620,0,8,NORMAL
2013-11-15 09:00:00,5297,4419,0,9,NORMAL
2013-11-15 10:00:00,4926,4245,0,10,NORMAL
2013-11-15 11:00:00,5228,4506,0,11,NORMAL
2013-11-15 12:00:00,5501,4738,0,12,NORMAL
2013-11-15 13:00:00,5382,4763,0,13,NORMAL
2013-11-15 14:00:00,5715,4965,0,14,NORMAL
2013-11-15 15:00:00,6300,5274,0,15,NORMAL
2013-11-15 16:00:00,6753,5680,0,16,NORMAL
2013-11-15 17:00:00,6125,5318,0,17,NORMAL
2013-11-15 18:00:00,5231,4306,0,18,NORMAL
2013-11-15 19:00:00,3659,3346,0,19,NORMAL
2013-11-15 20:00:00,2827,2895,0,20,NORMAL
2013-11-15 21:00:00,3862,2703,0,21,NORMAL
2013-11-15 22:00:00,3285,2240,0,22,NORMAL
2013-11-15 23:00:00,1898,1525,0,23,NORMAL
2013-11-16 00:00:00,1106,896,0,0,NORMAL
2013-11-16 01:00:00,723,577,0,1,NORMAL
2013-11-16 02:00:00,550,457,0,2,NORMAL
2013-11-16 03:00:00,387,457,0,3,NORMAL
2013-11-16 04:00:00,424,804,0,4,NORMAL
2013-11-16 05:00:00,770,2173,0,5,LOW_ALERT
2013-11-16 06:00:00,1406,4111,0,6,LOW_ALERT
2013-11-16 07:00:00,2043,4740,0,7,LOW_ALERT
2013-11-16 08:00:00,2930,4620,0,8,NORMAL
2013-11-16 09:00:00,3816,4419,0,9,NORMAL
2013-11-16 10:00:00,4079,4245,0,10,NORMAL
2013-11-16 11:00:00,4342,4506,0,11,NORMAL
2013-11-16 12:00:00,4467,4738,0,12,NORMAL
2013-11-16 13:00:00,4592,4763,0,13,NORMAL
2013-11-16 14:00:00,4532,4965,0,14,NORMAL
2013-11-16 15:00:00,4554,5274,0,15,NORMAL
2013-11-16 16:00:00,4537,5680,0,16,NORMAL
2013-11-16 17:00:00,4402,5318,0,17,NORMAL
2013-11-16 18:00:00,4289,4306,0,18,NORMAL
2013-11-16 19:00:00,3147,3346,0,19,NORMAL
2013-11-16 20:00:00,2484,2895,0,20,NORMAL
2013-11-16 21:00:00,2533,2703,0,21,NORMAL
2013-11-16 22:00:00,2671,2240,0,22,NORMAL
2013-11-16 23:00:00,2881,1525,0,23,HIGH_ALERT
2013-11-17 00:00:00,1295,896,0,0,NORMAL
2013-11-17 01:00:00,857,577,0,1,NORMAL
2013-11-17 02:00:00,616,457,0,2,NORMAL
2013-11-17 03:00:00,333,457,0,3,NORMAL
2013-11-17 04:00:00,289,804,0,4,LOW_ALERT
2013-11-17 05:00:00,467,2173,0,5,LOW_ALERT
2013-11-17 06:00:00,746,4111,0,6,LOW_ALERT
2013-11-17 07:00:00,1092,4740,0,7,LOW_ALERT
2013-11-17 08:00:00,1770,4620,0,8,LOW_ALERT
2013-11-17 09:00:00,2509,4419,0,9,NORMAL
2013-11-17 10:00:00,3357,4245,0,10,NORMAL
2013-11-17 11:00:00,3674,4506,0,11,NORMAL
2013-11-17 12:00:00,3990,4738,0,12,NORMAL
2013-11-17 13:00:00,4351,4763,0,13,NORMAL
2013-11-17 14:00:00,4234,4965,0,14,NORMAL
2013-11-17 15:00:00,4345,5274,0,15,NORMAL
2013-11-17 16:00:00,3968,5680,0,16,NORMAL
2013-11-17 17:00:00,4206,5318,0,17,NORMAL
2013-11-17 18:00:00,3543,4306,0,18,NORMAL
2013-11-17 19:00:00,2707,3346,0,19,NORMAL
2013-11-17 20:00:00,2946,2895,0,20,NORMAL
2013-11-17 21:00:00,3185,2703,0,21,NORMAL
2013-11-17 22:00:00,2051,2240,0,22,NORMAL
2013-11-17 23:00:00,1010,1525,0,23,NORMAL
2013-11-18 00:00:00,516,896,0,0,NORMAL
2013-11-18 01:00:00,263,577,0,1,LOW_ALERT
2013-11-18 02:00:00,249,457,0,2,NORMAL
2013-11-18 03:00:00,311,457,0,3,NORMAL
2013-11-18 04:00:00,800,804,0,4,NORMAL
2013-11-18 05:00:00,2737,2173,0,5,NORMAL
2013-11-18 06:00:00,4850,4111,0,6,NORMAL
2013-11-18 07:00:00,6964,4740,0,7,NORMAL
2013-11-18 08:00:00,6092,4620,0,8,NORMAL
2013-11-18 09:00:00,5093,4419,0,9,NORMAL
2013-11-18 10:00:00,4385,4245,0,10,NORMAL
2013-11-18 11:00:00,4545,4506,0,11,NORMAL
2013-11-18 12:00:00,4654,4738,0,12,NORMAL
2013-11-18 13:00:00,4728,4763,0,13,NORMAL
2013-11-18 14:00:00,5175,4965,0,14,NORMAL
2013-11-18 15:00:00,5622,5274,0,15,NORMAL
2013-11-18 16:00:00,5900,5680,0,16,NORMAL
2013-11-18 17:00:00,6177,5318,0,17,NORMAL
2013-11-18 18:00:00,4435,4306,0,18,NORMAL
2013-11-18 19:00:00,2911,3346,0,19,NORMAL
2013-11-18 20:00:00,2520,2895,0,20,NORMAL
2013-11-18 21:00:00,2047,2703,0,21,NORMAL
2013-11-18 22:00:00,1456,2240,0,22,NORMAL
2013-11-18 23:00:00,904,1525,0,23,NORMAL
2013-11-19 00:00:00,458,896,0,0,NORMAL
2013-11-19 01:00:00,283,577,0,1,LOW_ALERT
2013-11-19 02:00:00,208,457,0,2,LOW_ALERT
2013-11-19 03:00:00,335,457,0,3,NORMAL
2013-11-19 04:00:00,805,804,0,4,NORMAL
2013-11-19 05:00:00,2744,2173,0,5,NORMAL
2013-11-19 06:00:00,5991,4111,0,6,NORMAL
2013-11-19 07:00:00,7015,4740,0,7,NORMAL
2013-11-19 08:00:00,6290,4620,0,8,NORMAL
2013-11-19 09:00:00,5276,4419,0,9,NORMAL
2013-11-19 10:00:00,4472,4245,0,10,NORMAL
2013-11-19 11:00:00,4671,4506,0,11,NORMAL
2013-11-19 12:00:00,4827,4738,0,12,NORMAL
2013-11-19 13:00:00,4855,4763,0,13,NORMAL
2013-11-19 14:00:00,5242,4965,0,14,NORMAL
2013-11-19 15:00:00,6060,5274,0,15,NORMAL
2013-11-19 16:00:00,6692,5680,0,16,NORMAL
2013-11-19 17:00:00,6518,5318,0,17,NORMAL
2013-11-19 18:00:00,4677,4306,0,18,NORMAL
2013-11-19 19:00:00,3131,3346,0,19,NORMAL
2013-11-19 20:00:00,2867,2895,0,20,NORMAL
2013-11-19 21:00:00,2499,2703,0,21,NORMAL
2013-11-19 22:00:00,1685,2240,0,22,NORMAL
2013-11-19 23:00:00,990,1525,0,23,NORMAL
2013-11-20 00:00:00,491,896,0,0,NORMAL
2013-11-20 01:00:00,322,577,0,1,NORMAL
2013-11-20 02:00:00,262,457,0,2,NORMAL
2013-11-20 03:00:00,355,457,0,3,NORMAL
2013-11-20 04:00:00,811,804,0,4,NORMAL
2013-11-20 05:00:00,2832,2173,0,5,NORMAL
2013-11-20 06:00:00,5990,4111,0,6,NORMAL
2013-11-20 07:00:00,7107,4740,0,7,NORMAL
2013-11-20 08:00:00,6150,4620,0,8,NORMAL
2013-11-20 09:00:00,5290,4419,0,9,NORMAL
2013-11-20 10:00:00,4651,4245,0,10,NORMAL
2013-11-20 11:00:00,4838,4506,0,11,NORMAL
2013-11-20 12:00:00,4960,4738,0,12,NORMAL
2013-11-20 13:00:00,5079,4763,0,13,NORMAL
2013-11-20 14:00:00,5319,4965,0,14,NORMAL
2013-11-20 15:00:00,6199,5274,0,15,NORMAL
2013-11-20 16:00:00,6992,5680,0,16,NORMAL
2013-11-20 17:00:00,6578,5318,0,17,NORMAL
2013-11-20 18:00:00,4982,4306,0,18,NORMAL
2013-11-20 19:00:00,3487,3346,0,19,NORMAL
2013-11-20 20:00:00,3082,2895,0,20,NORMAL
2013-11-20 21:00:00,3008,2703,0,21,NORMAL
2013-11-20 22:00:00,1795,2240,0,22,NORMAL
2013-11-20 23:00:00,1010,1525,0,23,NORMAL
2013-11-21 00:00:00,585,896,0,0,NORMAL
2013-11-21 01:00:00,339,577,0,1,NORMAL
2013-11-21 02:00:00,289,457,0,2,NORMAL
2013-11-21 03:00:00,361,457,0,3,NORMAL
2013-11-21 04:00:00,806,804,0,4,NORMAL
2013-11-21 05:00:00,2786,2173,0,5,NORMAL
2013-11-21 06:00:00,5842,4111,0,6,NORMAL
2013-11-21 07:00:00,6485,4740,0,7,NORMAL
2013-11-21 08:00:00,6251,4620,0,8,NORMAL
2013-11-21 09:00:00,5379,4419,0,9,NORMAL
2013-11-21 10:00:00,4679,4245,0,10,NORMAL
2013-11-21 11:00:00,4859,4506,0,11,NORMAL
2013-11-21 12:00:00,5214,4738,0,12,NORMAL
2013-11-21 13:00:00,5084,4763,0,13,NORMAL
2013-11-21 14:00:00,5447,4965,0,14,NORMAL
2013-11-21 15:00:00,5995,5274,0,15,NORMAL
2013-11-21 16:00:00,6209,5680,0,16,NORMAL
2013-11-21 17:00:00,5996,5318,0,17,NORMAL
2013-11-21 18:00:00,4670,4306,0,18,NORMAL
2013-11-21 19:00:00,3302,3346,0,19,NORMAL
2013-11-21 20:00:00,2713,2895,0,20,NORMAL
2013-11-21 21:00:00,2524,2703,0,21,NORMAL
2013-11-21 22:00:00,2027,2240,0,22,NORMAL
2013-11-21 23:00:00,1200,1525,0,23,NORMAL
2013-11-22 00:00:00,643,896,0,0,NORMAL
2013-11-22 01:00:00,386,577,0,1,NORMAL
2013-11-22 02:00:00,332,457,0,2,NORMAL
2013-11-22 03:00:00,425,457,0,3,NORMAL
2013-11-22 04:00:00,743,804,0,4,NORMAL
2013-11-22 05:00:00,2606,2173,0,5,NORMAL
2013-11-22 06:00:00,5548,4111,0,6,NORMAL
2013-11-22 07:00:00,6641,4740,0,7,NORMAL
2013-11-22 08:00:00,5908,4620,0,8,NORMAL
2013-11-22 09:00:00,5061,4419,0,9,NORMAL
2013-11-22 10:00:00,4722,4245,0,10,NORMAL
2013-11-22 11:00:00,5153,4506,0,11,NORMAL
2013-11-22 12:00:00,5505,4738,0,12,NORMAL
2013-11-22 13:00:00,5478,4763,0,13,NORMAL
2013-11-22 14:00:00,5789,4965,0,14,NORMAL
2013-11-22 15:00:00,6047,5274,0,15,NORMAL
2013-11-22 16:00:00,6512,5680,0,16,NORMAL
2013-11-22 17:00:00,6238,5318,0,17,NORMAL
2013-11-22 18:00:00,5306,4306,0,18,NORMAL
2013-11-22 19:00:00,3697,3346,0,19,NORMAL
